step,t,N,K,M_u,M_v,xc_x,xc_y,L,h_eff,S_u,R2,R_0.1,R_0.2,R_0.5,R_0.8,R_0.9,R_0.99,N_0.5,N_0.8,N_0.9,R50_over_heff,peak_PK_u,peak_PK_v,S_L2_u,S_L2,outside_v_frac,drift_cfl,n_birth,n_death
0,0.0,80000,10,31.41592653589793,31.41592653589793,-0.00017592213060875532,-0.00010815205978851175,0.41502970175702614,0.04150297017570261,0.011908612310654645,0.10912658846795609,0.03541177348271342,0.05167699561835202,0.09075627577967588,0.1383432339190087,0.16597825787289616,0.23297720922277604,40000,64000,72000,2.186741705363728,836.3707353298093,421.681559471009,114.84426357571611,114.84426357571611,0.000375,0.7955463791998602,0,0
4,1e-06,80000,10,31.41592653589793,31.41592653589793,-0.00015962067394973737,-0.00010031045271893913,0.4086947835057432,0.04086947835057432,0.011550286114100342,0.10747225741604362,0.03454002756060604,0.049754880632691026,0.08868247433539783,0.13623159450191438,0.16416895578031096,0.23244090608452855,40000,64000,72000,2.169894941518176,893.3068771312585,421.5980581787735,117.48353264863619,117.48353264863619,0.000475,0.7988314666343652,0,0
8,2e-06,80000,10,31.41592653589793,31.41592653589793,-0.000134993397650369,-0.00010387049364808288,0.4025978375307998,0.04025978375307998,0.011202463532586847,0.10584169090007418,0.033737642089789396,0.04794517909751595,0.08666796928790242,0.13419927917693328,0.16227516413894033,0.23195058889803996,40000,64000,72000,2.1527182018525397,955.5953312732106,420.1471730638722,120.30937274152572,120.30937274152572,0.000525,0.8029049269592775,0,0
12,3e-06,80000,10,31.41592653589793,31.41592653589793,-0.00011229130650141257,-0.0001010240220388734,0.3961588327838095,0.03961588327838095,0.01086104896506371,0.10421635651405066,0.03292046599195314,0.046329356027856025,0.0847384260487476,0.13205294426126982,0.16045594963260731,0.23096022074881944,40000,64000,72000,2.139001305443334,1019.5860934486353,419.42050702991077,123.34037037577468,123.34037037577468,0.0006375,0.8092887786704438,0,0
16,4e-06,80000,10,31.41592653589793,31.41592653589793,-7.660730447982752e-05,-8.646938698748117e-05,0.3896539733762006,0.03896539733762006,0.010531500886914605,0.10262310113670609,0.03229972574504037,0.044934518543948615,0.08279926245971705,0.12988465779206687,0.15866076340058027,0.23036499639767344,40000,64000,72000,2.124943363012407,1089.4061700225936,420.2537884872568,126.568039767251,126.568039767251,0.00075,0.8113889271485784,0,0
20,4.9999999999999996e-06,80000,10,31.41592653589793,31.41592653589793,-4.56105687269151e-05,-7.7945697601698e-05,0.38319301534768735,0.038319301534768736,0.010213034517992103,0.10105955926082452,0.03164468672395973,0.043639939968127636,0.08094243858128863,0.12773100511589577,0.15690530088524304,0.22953966849481242,40000,64000,72000,2.1123150824616705,1160.8350463530523,420.63296267481303,129.98080334546947,129.98080334546947,0.000925,0.8148867646422304,0,0
24,6e-06,80000,10,31.41592653589793,31.41592653589793,-4.894217576966209e-06,-7.324555963217412e-05,0.37707611633173715,0.03770761163317372,0.009908059221477266,0.0995392345835413,0.03102298656627967,0.04249325448840411,0.07923182562549305,0.12569203877724572,0.155026652540793,0.22923768806359032,40000,64000,72000,2.1012157013887327,1241.1158707852803,421.08899145034593,133.55873076515294,133.55873076515294,0.00115,0.8200345132850799,0,0
28,7e-06,80000,10,31.41592653589793,31.41592653589793,3.0287010126454186e-05,-6.13039697243456e-05,0.37093740641343526,0.03709374064134353,0.009614555759499054,0.0980538411256747,0.030419595601168716,0.04145898260783945,0.07742811640529418,0.12364580213781175,0.15332376426351482,0.2277802221234327,40000,64000,72000,2.0873633951868205,1327.8526325263383,420.0129162759161,137.31461991704649,137.31461991704649,0.0014875,0.8267677326770192,0,0
32,8e-06,80000,10,31.41592653589793,31.41592653589793,6.0283346879426664e-05,-5.496632883203858e-05,0.3651125139177146,0.03651125139177146,0.009331785489948603,0.09660116712518851,0.0299748497610033,0.04056070937818247,0.07583001326176081,0.12170417130590486,0.1512945737821124,0.22715972990557076,40000,64000,72000,2.07689439203529,1414.1056929721155,419.21635082435455,141.22400322780544,141.22400322780544,0.0018125,0.8307982469027658,0,0
36,9e-06,80000,10,31.41592653589793,31.41592653589793,7.770467951310374e-05,-5.131585029667485e-05,0.3591871429770444,0.03591871429770444,0.009059858133525925,0.0951832870493866,0.029584155033801345,0.03978086665679907,0.0742551319191314,0.1197290476590148,0.14937501596293715,0.22585116845020986,40000,64000,72000,2.0673104082647256,1504.20949291953,419.10444708295205,145.3238150195894,145.3238150195894,0.0023125,0.836341707270117,0,0
